Sentence,Class
When the customer has finished eating he tidies up his plate and leaves,Relevant
The employee cleans the table where the customer was sitting and the process is completed,Relevant
Otolift is a company that sells stairlifts,Irrelevant
The process starts when a customer sees an advertisement of Otolift on the Internet or on a magazine,Relevant
The customer is attracted by the advertisement,Relevant
The advertisement are seen on magazines or heard on the radio,Irrelevant
If he is in need of a stairlift he calls the call center in order to get an appointment with a seller for a quote,Relevant
The call is received by the call center,Relevant
The call center answers the phone,Relevant
Depending on where the call comes from they will put the appointment in the agenda of one of the nine salesmen depending on where the salesman is on a certain day,Relevant
