Source;Process Name;#;Sentence,Class
WU;Exercice 32;35;When the problem is found the electrical repairs division performs the repair,Relevant
WU;Exercice 32;36;Afterwards they inspect if everything works properly,Relevant
WU;Exercice 32;37;A successful repair means that the work in this division is done,Relevant
WU;Exercice 32;38;In any other case the repair has been unsuccessful and has to be performed again,Relevant
WU;Exercice 32;39;i) After completion of the work in any of the three divisions the quality control division performs a quality check,Relevant
WU;Exercice 32;40;If problems still exist or another repair has to be done the car is sent back to the front office to determine the division that will proceed with it,Relevant
WU;Exercice 32;41;Alternatively if the car is ready the front office clerk stores the car,Relevant
WU;Exercice 33;1;a) The book production process starts when the acquiring editor submits a final book manuscript to the copy editor,Relevant
WU;Exercice 33;2;The copy editor then reviews the final manuscript using his Book Editing Software,Relevant
WU;Exercice 33;3;As a result all grammar errors spelling errors or consistency errors are found,Relevant
WU;Exercice 33;4;Afterwards the copy editor corrects them and at the same time questions everything that is not clear in the text,Relevant
WU;Exercice 33;5;b) Once the manuscript has been copyedited an overall design direction is determined for the book by the creative team and the editor (book design software),Relevant
WU;Exercice 33;6;Then the creative team sends sample pages to the author,Relevant
WU;Exercice 33;7;After receipt of the sample pages the creative team finalizes the design of the manuscript,Relevant
WU;Exercice 33;8;c) At the same time the copy editor submits the manuscript with queries to the editor and the author,Relevant
WU;Exercice 33;9;The author and the editor answer the queries and after that consult to finalize the text,Relevant
WU;Exercice 33;10;d) When the former processes are both finished ( b) and c)) the creative team creates a dummy book from the manuscript and the prepared design,Relevant
WU;Exercice 33;11;Thereafter all parties that participated in the process so far review the page layout fit the copy gauge the appropriateness of art to text and if necessary make other changes (the system used are design software and editing software),Relevant
WU;Exercice 33;12;After completion of these tasks the editor and the creative team check if the reviews made are sufficient,Relevant
WU;Exercice 33;13;If not the dummy book has to be reviewed once again by all parties,Relevant
WU;Exercice 33;14;e) After a positive check the text is sent back to the author,Relevant
WU;Exercice 33;15;He either receives the text and art in a dummy book or in page proofs and the process continues with f),Relevant
WU;Exercice 33;16;In a parallel timeframe the page proofs are reviewed by the editor a proofreader and members of the production staff,Relevant
WU;Exercice 33;17;If they find typos in the text the typos are corrected by the editor,Relevant
WU;Exercice 33;18;After all typos have been corrected and minor changes have been made the editor checks if a finetuning is needed,Relevant
WU;Exercice 33;19;If the need exists the review of the page proofs starts again if not the process continues as described in f),Relevant
WU;Exercice 33;20;f) For the files sent for printing and binding the printing and binding process has to be executed,Relevant
WU;Exercice 33;21;Thereafter the printing services synchronously send samples of the printed book to the sales department send publicity mailings to media partners distribute samples and rush advanced samples to the publisher,Relevant
WU;Exercice 33;22;Once all these tasks are done the printing services ship the books to the publishers warehouse,Relevant
WU;Exercice 33;23;The publisher chooses to ship the books to individual bookstores or to distribution centers,Relevant
WU;Exercice 33;24;g) For the files sent for printing and binding the printing and binding process has to be executed,Relevant
WU;Exercice 33;25;Thereafter the printing services synchronously send samples of the printed book to the sales department send publicity mailings to media partners distribute samples and rush advanced samples to the publisher,Relevant
WU;Exercice 33;26;Once all these tasks are done the printing services ship the books to the publishers warehouse,Relevant
WU;Exercice 33;27;The publisher chooses to ship the books to individual bookstores or to distribution centers,Relevant
WU;Exercice 33;28;h) For the files sent to the file converter the ebook could be either prepared inhouse or alternatively from a freelancer,Relevant
WU;Exercice 33;29;When the preparation of the ebook is done the online retailers make the books available online using data feeds systems,Relevant
WU;Exercice 33;30;As of now when books are already at the online retailers they offer them to purchase and download on their websites (online bookstore system),Relevant
WU;Exercice 33;31;i) The manufacturing process ends after the last shipment of books from the publisher is ready and the books are available in the online stores,Relevant
